Feature,Speaker
"Second Love: Specifically, the third serious love interest to Chandler, after Janice and Kathy. She was also this to Richard. Much to her surprise, Monica finds out in one episode that she's the only woman Richard has slept with, after his first wife Barbara.",Monica
"Secret Relationship: With Chandler for almost an entire season. Justifications included that at the start, neither of them dreamed that their London dalliance could become anything more than that. Plus, after seeing all of the drama induced by Ross and Rachel's relationship, Monica and Chandler thought it best to tell no one. And the other characters found out one by one.",Monica
"Shipper on Deck: She supports Ross and Rachel obviously as they are her brother and her best friend, though her enthusiasm (as with most of the others) fades as the series and their on-off again relationship continues. She also ships Ross/Emily at one point.",Monica
"Sibling Rivalry: With Ross. They clearly love each other and will defend one another when the chips are down, but they have a pretty typical sibling rivalry. They squabble, bicker, argue, fight, and don't always get along — and compete with each other on a lot of crap, especially when it comes to their parents' approval. Ross is the golden boy to their parents while Monica isn't.",Monica
"Single Girl Seeks Most Popular Guy: In high school, she always wanted to go out with Big Man on Campus Chip Matthews, who also used to date Rachel. She manages to date him many years later as an adult and realizes he was nothing special.",Monica
"Single Woman Seeks Good Man: Monica dated the badass from her high school days and got to ride his motorcycle... but he hadn't ever grown out of that old persona and still lived with his parents, so she relished dumping him. Her first two serious boyfriends were Richard and Pete who both fit the ""Nice Guy"" stereotype pretty well. She ended up with her friend Chandler who was a nice guy too.",Monica
"Spirited Competitor: Monica is an intense competitor and wants to win, no matter how small or petty the challenge is. This applies to everything from sports to board games.",Monica
The Spock: Of the women. She's The Spock to Rachel's The Kirk and Phoebe's The McCoy.,Monica
"Super OCD: Panics at the sight of even the slightest messes and strives to have everything neat and organized. In fact, when Ross told her that his date had every inch of her house messy, Monica told her she couldn't sleep thinking about it and asked if she could clean her house for free.",Monica
"Strong Girl, Smart Guy: A sibling example. She's stated to be ""freakishly strong"", while her brother Ross is weak but the smartest of the group, at least academically.",Monica
"Supreme Chef: Of course, she loves cooking and is a professional chef. She absolutely rules Thanksgiving amongst the group. Because Chandler refuses to eat any traditional Thanksgiving food because of his bad childhood memories, she started making him a small rotisserie chicken after they got married with no extra effort seen on her part.",Monica
"Team Chef: She's a professional chef, so it's no surprise that she's always the one to make the food when there's a celebration.",Monica
"Team Mom: The pilot episode alone has her calming Rachel's anxiety attack, comforting a depressed Ross, telling off Joey, restraining Phoebe's craziness and stopping Chandler from spying on her date. In later seasons, after she marries a much more mature Chandler, the pair act as Designated Parents for the gang, though he can still be goofy at times. Ironically, Monica is the second youngest of the group. Though it wouldn't be wise to call her that... as Chandler found out.",Monica
"Tomboy and Girly Girl: Tomboy to Rachel's Girly Girl. Monica is a mild version of tomboy since she loves cleaning and cooking, but personality-wise, she's domineering, loud and hot-tempered and has a Masculine Girl, Feminine Boy relationship with Chandler. She also likes sports, including football, and is the most strong and athletic of the six friends, along with Joey. Rachel, on the other hand, is sweet, ditzy, interested in fashion and shopping, and unlike Monica, she's bad at sports. Briefly to Janine in season 6. Janine, a dancer who likes girly things like flowers, complains Monica is 'too loud' and runs away when Monica challenges her to fight it out.",Monica
"Tomboy with a Girly Streak: She loves cleaning and cooking, longs to have a family and is obsessed with weddings.",Monica
Took a Level in Jerkass: Her bossiness and obsessive-compulsive behavior gradually shot up to eleven in later seasons.,Monica
Town Girls: The Hot-Blooded Butch to Phoebe's Granola Girl Neither and Rachel's The Fashionista Femme.,Monica
"The Unfavorite: Often criticized by her mother, Judy, the same way Judy had been criticized by her own mother. Also, both parents favored Ross, which their dad tries to rectify (seemingly successfully, judging by Monica's reaction) by giving Monica his Porsche.",Monica
"Violently Protective Girlfriend:
Monica has shades of this concerning Chandler. Notable in this exchange when they're having photos taken.
Monica: Chandler, what is the matter with your face? This picture's supposed to say ""Geller and Bing to be married"", not ""Local woman saves drowning moron!""
[The photographer laughs]
Monica: Hey, don't laugh at him. He's my drowning moron.
On another occasion, she and Chandler were arguing with their neighbor Janine; things were pretty aggressive before, but it's when Janine insults Chandler that Monica cracks and gets physically violent.
Janine: [to Chandler] You know, I know you’re talking, but all I hear is, ""Blah. Blah. Blah-blah-blah.""
Monica: All right, you and me! Let’s go! Right now!",Monica
"""Well Done, Daughter!"" Girl: As a result of being The Unfavorite. A later episode has her father affirming that he's proud of her but we never get such a scene with her mother (who was the worse of the two). However, it's hinted Monica gets over Judy's behavior, as she's Happily Married and a very successful head chef and her mother's favoritism of Ross (with three divorces and two illegitimate children) seems pathetic rather than hurtful.",Monica
